,Model,Displ,Cyl,Trans,Drive,Fuel,Region,Stnd,Description,ID,Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
157,BENTLEY Continental GT Convertible,6.0,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV06.0EAR,small car,3,12,19,15,2,No,601
158,BENTLEY Flying Spur,6.0,12,AMS-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAV06.0EAR,midsize car,3,12,19,15,2,No,601
159,BENTLEY Flying Spur,6.0,12,AMS-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAV06.0EAR,midsize car,3,12,19,15,2,No,601
160,BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV06.8EDP,midsize car,1,10,16,12,1,No,749
161,BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV06.8EDP,midsize car,1,10,16,12,1,No,749
162,BMW 228i ,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,23,33,27,6,No,330
163,BMW 228i ,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,23,33,27,6,No,330
164,BMW 230i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
165,BMW 230i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
166,BMW 230i Coupe,2.0,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,21,32,25,5,No,356
167,BMW 230i Coupe,2.0,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,21,32,25,5,No,356
168,BMW 230i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,24,32,27,6,No,324
169,BMW 230i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,24,32,27,6,No,324
170,BMW 230i xDrive Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,21,31,24,5,No,361
171,BMW 230i xDrive Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,21,31,24,5,No,361
172,BMW 230i xDrive Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,21,31,24,5,No,361
173,BMW 230i xDrive Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,21,31,24,5,No,361
174,BMW 330i,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,26,36,30,7,Yes,299
175,BMW 330i,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,26,36,30,7,Yes,299
176,BMW 330i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,25,34,28,6,No,313
177,BMW 330i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,25,34,28,6,No,313
178,BMW 430i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
179,BMW 430i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
180,BMW 430i Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,22,32,26,5,No,344
181,BMW 430i Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,22,32,26,5,No,344
182,BMW 430i Coupe,2.0,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,21,33,25,5,No,351
183,BMW 430i Coupe,2.0,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,21,33,25,5,No,351
184,BMW 430i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
185,BMW 430i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
186,BMW 430i Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,21,31,24,5,No,361
187,BMW 430i Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,21,31,24,5,No,361
188,BMW 430i Gran Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
189,BMW 430i Gran Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,23,34,27,6,No,327
190,BMW 430i Gran Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,small car,7,21,31,24,5,No,361
191,BMW 430i Gran Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,small car,7,21,31,24,5,No,361
192,BMW 440i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0B58,small car,3,22,29,24,5,No,361
193,BMW 440i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0B58,small car,3,22,29,24,5,No,361
194,BMW 440i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0B58,small car,3,20,28,23,5,No,394
195,BMW 440i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0B58,small car,3,20,28,23,5,No,394
196,BMW 440i Coupe,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0B58,small car,3,19,27,22,4,No,408
197,BMW 440i Coupe,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0B58,small car,3,19,27,22,4,No,408
198,BMW 440i Coupe,3.0,6,Man-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0B58,small car,3,18,28,21,4,No,412
199,BMW 440i Coupe,3.0,6,Man-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0B58,small car,3,18,28,21,4,No,412
200,BMW 440i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0B58,small car,3,22,30,25,5,No,353
201,BMW 440i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0B58,small car,3,22,30,25,5,No,353
202,BMW 440i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0B58,small car,3,22,30,25,5,No,356
203,BMW 440i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0B58,small car,3,22,30,25,5,No,356
204,BMW 440i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0B58,small car,3,22,30,25,5,No,353
205,BMW 440i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0B58,small car,3,22,30,25,5,No,353
206,BMW 440i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0B58,small car,3,22,30,25,5,No,356
207,BMW 440i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0B58,small car,3,22,30,25,5,No,356
212,BMW 530i,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,midsize car,7,25,33,28,6,No,316
213,BMW 530i,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,midsize car,7,25,33,28,6,No,316
214,BMW 530i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LBMXJ02.0B4X,midsize car,7,24,31,27,6,No,332
215,BMW 530i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LBMXJ02.0B4X,midsize car,7,24,31,27,6,No,332
216,BMW 540i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LBMXJ03.0B5X,midsize car,5,22,30,25,5,No,350
217,BMW 540i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LBMXJ03.0B5X,midsize car,5,22,30,25,5,No,350
218,BMW 540i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LBMXJ03.0B5X,midsize car,5,22,29,25,5,No,359
219,BMW 540i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LBMXJ03.0B5X,midsize car,5,22,29,25,5,No,359
220,BMW 740i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,large car,3,22,29,24,5,No,361
221,BMW 740i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,large car,3,22,29,24,5,No,361
222,BMW 740i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,large car,3,20,28,23,5,No,394
223,BMW 740i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,large car,3,20,28,23,5,No,394
226,BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,large car,3,17,25,20,4,No,449
227,BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,large car,3,17,25,20,4,No,449
228,BMW 840i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,22,29,24,5,No,361
229,BMW 840i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,22,29,24,5,No,361
230,BMW 840i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,23,30,25,5,No,347
231,BMW 840i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,23,30,25,5,No,347
232,BMW 840i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,midsize car,3,22,29,24,5,No,361
233,BMW 840i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,midsize car,3,22,29,24,5,No,361
234,BMW 840i xDrive Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,20,27,23,5,No,388
235,BMW 840i xDrive Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,20,27,23,5,No,388
236,BMW 840i xDrive Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,21,27,23,5,No,380
237,BMW 840i xDrive Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,21,27,23,5,No,380
238,BMW 840i xDrive Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,midsize car,3,20,27,23,5,No,388
239,BMW 840i xDrive Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,midsize car,3,20,27,23,5,No,388
240,BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,large car,3,17,25,20,4,No,450
241,BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,large car,3,17,25,20,4,No,450
242,BMW M2 CS Coupe,3.0,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,16,23,19,3,No,469
243,BMW M2 CS Coupe,3.0,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,16,23,19,3,No,469
244,BMW M2 CS Coupe,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,17,24,20,4,No,452
245,BMW M2 CS Coupe,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,17,24,20,4,No,452
246,BMW M2 Competition,3.0,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,17,23,19,3,No,471
247,BMW M2 Competition,3.0,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,17,23,19,3,No,471
248,BMW M2 Competition,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,18,25,20,4,No,440
249,BMW M2 Competition,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,18,25,20,4,No,440
250,BMW M235i,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV02.0M48,small car,3,23,32,26,5,No,335
251,BMW M235i,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV02.0M48,small car,3,23,32,26,5,No,335
252,BMW M240i Convertible,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,19,27,22,4,No,408
253,BMW M240i Convertible,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,19,27,22,4,No,408
254,BMW M240i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,22,30,25,5,No,353
255,BMW M240i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,22,30,25,5,No,353
256,BMW M240i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,22,30,25,5,No,356
257,BMW M240i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,22,30,25,5,No,356
258,BMW M240i Coupe,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,19,27,22,4,No,408
259,BMW M240i Coupe,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,19,27,22,4,No,408
260,BMW M240i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,22,30,25,5,No,353
261,BMW M240i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,22,30,25,5,No,353
262,BMW M240i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,22,30,25,5,No,356
263,BMW M240i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,22,30,25,5,No,356
264,BMW M240i Coupe M Performance,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,19,27,22,4,No,408
265,BMW M240i Coupe M Performance,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,19,27,22,4,No,408
266,BMW M240i Coupe M Performance,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,22,30,25,5,No,353
267,BMW M240i Coupe M Performance,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,22,30,25,5,No,353
268,BMW M240i Coupe M Performance,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ03.0B07,small car,3,22,30,25,5,No,356
269,BMW M240i Coupe M Performance,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ03.0B07,small car,3,22,30,25,5,No,356
270,BMW M340i,3.0,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LBMXJ03.0B5X,small car,5,22,30,25,5,No,353
271,BMW M340i,3.0,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LBMXJ03.0B5X,small car,5,22,30,25,5,No,353
272,BMW M340i,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LBMXJ03.0B5X,small car,5,22,30,25,5,No,356
273,BMW M340i,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LBMXJ03.0B5X,small car,5,22,30,25,5,No,356
274,BMW M4 CS,3.0,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,17,23,19,3,No,471
275,BMW M4 CS,3.0,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,17,23,19,3,No,471
276,BMW M4 Convertible,3.0,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,16,22,19,3,No,481
277,BMW M4 Convertible,3.0,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,16,22,19,3,No,481
278,BMW M4 Convertible,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,17,25,20,4,No,450
279,BMW M4 Convertible,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,17,25,20,4,No,450
280,BMW M4 Convertible Competition,3.0,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,16,22,19,3,No,481
281,BMW M4 Convertible Competition,3.0,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,16,22,19,3,No,481
282,BMW M4 Convertible Competition,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,17,25,20,4,No,450
283,BMW M4 Convertible Competition,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,17,25,20,4,No,450
284,BMW M4 Coupe,3.0,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,17,23,19,3,No,471
285,BMW M4 Coupe,3.0,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,17,23,19,3,No,471
286,BMW M4 Coupe,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,18,25,20,4,No,440
287,BMW M4 Coupe,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,18,25,20,4,No,440
288,BMW M4 Coupe Competition,3.0,6,AMS-7,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,17,23,19,3,No,471
289,BMW M4 Coupe Competition,3.0,6,AMS-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,17,23,19,3,No,471
290,BMW M4 Coupe Competition,3.0,6,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV03.0S55,small car,3,18,25,20,4,No,440
291,BMW M4 Coupe Competition,3.0,6,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV03.0S55,small car,3,18,25,20,4,No,440
292,BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
293,BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
294,BMW M5 Competition,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
295,BMW M5 Competition,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
296,BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,midsize car,3,18,25,20,4,No,435
297,BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,midsize car,3,18,25,20,4,No,435
298,BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXV06.6N74,large car,3,13,20,16,2,No,570
299,BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXV06.6N74,large car,3,13,20,16,2,No,570
300,BMW M8 Competition Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
301,BMW M8 Competition Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
302,BMW M8 Competition Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
303,BMW M8 Competition Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
304,BMW M8 Competition Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
305,BMW M8 Competition Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
306,BMW M8 Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
307,BMW M8 Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
308,BMW M8 Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
309,BMW M8 Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,small car,3,15,21,17,3,No,518
310,BMW M8 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
311,BMW M8 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4SM5,midsize car,3,15,21,17,3,No,518
312,BMW M850i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,small car,3,18,25,20,4,No,435
313,BMW M850i xDrive,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,small car,3,18,25,20,4,No,435
314,BMW M850i xDrive Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,small car,3,17,25,20,4,No,450
315,BMW M850i xDrive Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LBMXJ04.4N63,small car,3,17,25,20,4,No,450
316,BMW M850i xDrive Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LBMXJ04.4N63,midsize car,3,17,25,20,4,No,450
